1, 0.325
2, 0.334
3, 0.349
4, 0.315
5, 0.319
6, 0.317
7, 0.316
8, 0.325
9, 0.313
10, 0.408
11, 0.408
12, 0.320
13, 0.321
14, 0.320
15, 0.227
16, 0.196
17, 0.199
18, 0.206
19, 0.154
20, 0.123
21, 0.124
22, 0.108
23, 0.114
24, 0.124
25, 0.182
26, 0.105
27, 0.103
28, 0.113
29, 0.112
30, 0.098
31, 0.092
32, 0.112
33, 0.100
34, 0.093
35, 0.089
36, 0.088
37, 0.090
38, 0.093
39, 0.089
40, 0.091
41, 0.090
42, 0.085
43, 0.083
44, 0.076
45, 0.077
46, 0.089
47, 0.083
48, 0.099
49, 0.078
50, 0.091
51, 0.074
52, 0.076
53, 0.084
54, 0.077
55, 0.065
56, 0.067
57, 0.061
58, 0.066
59, 0.064
60, 0.058
61, 0.056
62, 0.064
63, 0.055
64, 0.054
65, 0.050
66, 0.059
67, 0.062
68, 0.052
69, 0.058
70, 0.051
71, 0.056
72, 0.051
73, 0.079
74, 0.076
75, 0.057
76, 0.070
77, 0.055
78, 0.054
79, 0.061
80, 0.051
81, 0.051
82, 0.054
83, 0.060
84, 0.066
85, 0.054
86, 0.053
87, 0.049
88, 0.050
89, 0.054
90, 0.055
91, 0.054
92, 0.051
93, 0.050
94, 0.057
95, 0.052
96, 0.051
97, 0.056
98, 0.050
99, 0.054
100, 0.060
101, 0.047
102, 0.103
103, 0.063
104, 0.052
105, 0.051
106, 0.047
107, 0.047
108, 0.055
109, 0.045
110, 0.048
111, 0.052
112, 0.052
113, 0.050
114, 0.057
115, 0.067
116, 0.059
117, 0.060
118, 0.054
119, 0.054
120, 0.046
121, 0.049
122, 0.044
123, 0.046
124, 0.048
125, 0.053
126, 0.049
127, 0.044
128, 0.047
129, 0.046
130, 0.045
131, 0.041
132, 0.048
133, 0.048
134, 0.047
135, 0.047
136, 0.050
137, 0.052
138, 0.048
139, 0.051
140, 0.051
141, 0.047
142, 0.043
143, 0.050
144, 0.043
145, 0.045
146, 0.052
147, 0.050
148, 0.045
149, 0.050
150, 0.045
151, 0.051
152, 0.054
153, 0.049
154, 0.046
155, 0.046
156, 0.046
157, 0.045
158, 0.040
159, 0.051
160, 0.041
161, 0.051
162, 0.047
163, 0.050
164, 0.042
165, 0.044
166, 0.044
167, 0.045
168, 0.043
169, 0.042
170, 0.043
171, 0.048
172, 0.042
173, 0.053
174, 0.049
175, 0.047
176, 0.045
177, 0.047
178, 0.048
179, 0.045
180, 0.043
181, 0.051
182, 0.047
183, 0.045
184, 0.055
185, 0.045
186, 0.047
187, 0.044
188, 0.055
189, 0.044
190, 0.052
191, 0.047
192, 0.047
193, 0.040
194, 0.040
195, 0.040
196, 0.039
197, 0.041
198, 0.046
199, 0.046
200, 0.048
201, 0.042
202, 0.038
203, 0.043
204, 0.048
205, 0.048
206, 0.036
207, 0.042
208, 0.042
209, 0.039
210, 0.045
211, 0.041
212, 0.049
213, 0.044
214, 0.045
215, 0.044
216, 0.051
217, 0.046
218, 0.041
219, 0.042
220, 0.050
221, 0.044
222, 0.047
223, 0.047
224, 0.066
225, 0.053
226, 0.035
227, 0.041
228, 0.044
229, 0.044
230, 0.047
231, 0.044
232, 0.049
233, 0.043
234, 0.041
235, 0.049
236, 0.051
237, 0.048
238, 0.041
239, 0.037
240, 0.042
241, 0.042
242, 0.040
243, 0.038
244, 0.043
245, 0.042
246, 0.039
247, 0.046
248, 0.040
249, 0.037
250, 0.039
251, 0.039
252, 0.042
253, 0.039
254, 0.038
255, 0.038
256, 0.044
257, 0.049
258, 0.046
259, 0.043
260, 0.043
261, 0.043
262, 0.047
263, 0.046
264, 0.043
265, 0.042
266, 0.053
267, 0.059
268, 0.048
269, 0.048
270, 0.040
271, 0.046
272, 0.047
273, 0.045
274, 0.053
275, 0.043
276, 0.046
277, 0.051
278, 0.046
279, 0.049
280, 0.049
281, 0.046
282, 0.046
283, 0.042
284, 0.039
285, 0.044
286, 0.041
287, 0.045
288, 0.048
289, 0.045
290, 0.048
291, 0.040
292, 0.046
293, 0.035
294, 0.043
295, 0.047
296, 0.048
297, 0.045
298, 0.044
299, 0.042
300, 0.049
301, 0.045
302, 0.048
303, 0.042
304, 0.049
305, 0.048
306, 0.044
307, 0.048
308, 0.066
309, 0.044
310, 0.044
311, 0.040
312, 0.044
313, 0.047
314, 0.045
315, 0.043
316, 0.047
317, 0.049
318, 0.045
319, 0.052
320, 0.042
321, 0.042
322, 0.040
323, 0.052
324, 0.040
325, 0.045
326, 0.044
327, 0.050
328, 0.051
329, 0.044
330, 0.046
331, 0.044
332, 0.053
333, 0.056
334, 0.050
335, 0.046
336, 0.046
337, 0.053
338, 0.048
339, 0.045
340, 0.054
341, 0.049
342, 0.053
343, 0.047
344, 0.048
345, 0.046
346, 0.046
347, 0.045
348, 0.048
349, 0.043
350, 0.052
351, 0.042
352, 0.050
353, 0.046
354, 0.044
355, 0.045
356, 0.049
357, 0.056
358, 0.051
359, 0.059
360, 0.048
361, 0.048
362, 0.044
363, 0.050
364, 0.044
365, 0.055
366, 0.051
367, 0.049
368, 0.050
369, 0.043
370, 0.046
371, 0.053
372, 0.050
373, 0.054
374, 0.053
375, 0.049
376, 0.048
377, 0.048
378, 0.063
379, 0.046
380, 0.059
381, 0.059
382, 0.053
383, 0.050
384, 0.057
385, 0.052
386, 0.057
387, 0.051
388, 0.049
389, 0.048
390, 0.045
391, 0.050
392, 0.058
393, 0.050
394, 0.053
395, 0.051
396, 0.057
397, 0.048
398, 0.060
399, 0.045
400, 0.047
401, 0.044
402, 0.050
403, 0.051
404, 0.049
405, 0.057
406, 0.058
407, 0.052
408, 0.051
409, 0.051
410, 0.050
411, 0.048
412, 0.061
413, 0.044
414, 0.046
415, 0.046
416, 0.042
417, 0.048
418, 0.048
419, 0.045
420, 0.054
421, 0.048
422, 0.055
423, 0.047
424, 0.050
425, 0.058
426, 0.049
427, 0.056
428, 0.052
429, 0.055
430, 0.049
431, 0.044
432, 0.047
433, 0.061
434, 0.052
435, 0.052
436, 0.064
437, 0.053
438, 0.049
439, 0.062
440, 0.054
441, 0.057
442, 0.055
443, 0.046
444, 0.056
445, 0.055
446, 0.047
447, 0.055
448, 0.062
449, 0.053
450, 0.052
451, 0.050
452, 0.057
453, 0.054
454, 0.054
455, 0.056
456, 0.047
457, 0.051
458, 0.050
459, 0.047
460, 0.054
461, 0.052
462, 0.047
463, 0.056
464, 0.053
465, 0.053
466, 0.057
467, 0.058
468, 0.065
469, 0.055
470, 0.046
471, 0.047
472, 0.058
473, 0.052
474, 0.054
475, 0.052
476, 0.046
477, 0.054
478, 0.061
479, 0.057
480, 0.062
481, 0.056
482, 0.054
483, 0.055
484, 0.055
485, 0.051
486, 0.053
487, 0.046
488, 0.057
489, 0.059
490, 0.057
491, 0.051
492, 0.062
493, 0.062
494, 0.062
495, 0.054
496, 0.064
497, 0.052
498, 0.059
499, 0.059
500, 0.063
501, 0.062
502, 0.059
503, 0.053
504, 0.053
505, 0.052
506, 0.050
507, 0.053
508, 0.057
509, 0.066
510, 0.056
511, 0.052
512, 0.073
513, 0.060
514, 0.067
515, 0.055
516, 0.071
517, 0.051
518, 0.058
519, 0.052
520, 0.060
521, 0.072
522, 0.048
523, 0.048
524, 0.051
525, 0.056
526, 0.060
527, 0.063
528, 0.051
529, 0.066
530, 0.050
531, 0.049
532, 0.053
533, 0.061
534, 0.057
535, 0.063
536, 0.074
537, 0.062
538, 0.065
539, 0.078
540, 0.059
541, 0.071
542, 0.062
543, 0.075
544, 0.062
545, 0.046
546, 0.058
547, 0.059
548, 0.057
549, 0.059
550, 0.062
551, 0.055
552, 0.059
553, 0.057
554, 0.059
555, 0.055
556, 0.055
557, 0.057
558, 0.066
559, 0.055
560, 0.056
561, 0.065
562, 0.060
563, 0.048
564, 0.059
565, 0.059
566, 0.058
567, 0.052
568, 0.057
569, 0.057
570, 0.057
571, 0.056
572, 0.055
573, 0.054
574, 0.060
575, 0.057
576, 0.061
577, 0.058
578, 0.054
579, 0.060
580, 0.067
581, 0.064
582, 0.062
583, 0.064
584, 0.078
585, 0.070
586, 0.051
587, 0.050
588, 0.063
589, 0.054
590, 0.053
591, 0.053
592, 0.072
593, 0.075
594, 0.066
595, 0.062
596, 0.055
597, 0.066
598, 0.061
599, 0.055
600, 0.065
601, 0.067
602, 0.054
603, 0.066
604, 0.057
605, 0.057
606, 0.063
607, 0.061
608, 0.080
609, 0.067
610, 0.067
611, 0.057
612, 0.061
613, 0.064
614, 0.069
615, 0.061
616, 0.065
617, 0.062
618, 0.061
619, 0.054
620, 0.070
621, 0.071
622, 0.057
623, 0.060
624, 0.054
625, 0.062
626, 0.060
627, 0.057
628, 0.049
629, 0.062
630, 0.059
631, 0.047
632, 0.059
633, 0.061
634, 0.052
